"Series","Method","Citation","Contributor","NMFS_POPID","ESU","Species","MAJOR_POPULATION_GROUP","DISPLAY_ORDER","POP_NAME_LONG","COMMON_POPULATION_NAME","RUN_TIMING","START_YEAR","END_YEAR","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","Age1","Age2","Age3","Age4","Age5"
"HCChumSR2020",NA,"A&P_P1bStraitsChumALL_SScombo_V78_19","WDFW, Point No Point Treaty Council",127,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Strait of Juan de Fuca","Strait of Juan de Fuca","SumR",NA,"1971-2019",2018,1567,0.99,0,0.02,0.78,0.2,0
"HCChumSR2020",NA,"A&P_P1bStraitsChumALL_SScombo_V78_19","WDFW, Point No Point Treaty Council",127,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Strait of Juan de Fuca","Strait of Juan de Fuca","SumR",NA,"1971-2019",2019,4830,1,0,0.26,0.4,0.33,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1968,32838,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1969,15073,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1970,12645,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1971,17412,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1972,30079,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1973,18107,1,-99,-99,-99,-99,-99
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1974,12281,1,0,0.01,0.25,0.72,0.03
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1975,18248,1,0,0,0.75,0.22,0.03
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1976,27715,1,0,0,0.32,0.67,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1977,10711,1,0,0,0.53,0.4,0.06
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1978,19709,1,0,0,0.52,0.46,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1979,6554,1,0,0,0.27,0.68,0.04
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1980,3777,1,0,0,0.3,0.63,0.07
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1981,2374,1,0,0,0.63,0.33,0.03
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1982,2623,1,0,0,0.19,0.8,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1983,899,1,0,0,0.47,0.44,0.09
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1984,1414,1,0,0,0.54,0.45,0.02
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1985,1109,1,0,0.01,0.48,0.49,0.02
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1986,2552,1,0,0,0.74,0.24,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1987,757,1,0,0.01,0.26,0.72,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1988,2967,1,0,0,0.36,0.63,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1989,598,1,0,0,0.39,0.54,0.07
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1990,429,1,0,0.01,0.48,0.49,0.03
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1991,747,1,0,0,0.85,0.14,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1992,1945,1,0,0,0.08,0.91,0
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1993,707,1,0,0.03,0.64,0.2,0.13
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1994,2044,1,0,0.02,0.59,0.38,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1995,8971,0.83,0,0,0.9,0.09,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1996,19707,0.87,0,0.01,0.06,0.89,0.04
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1997,8412,0.7,0,0,0.81,0.12,0.06
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1998,3404,0.63,0,0.01,0.56,0.42,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",1999,3884,0.59,0,0.02,0.56,0.42,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2000,7987,0.67,0,0,0.2,0.79,0
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2001,11491,0.6,0,0,0.26,0.69,0.05
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2002,10818,0.6,0,0.01,0.71,0.24,0.04
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2003,35173,0.77,0,0,0.77,0.22,0
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2004,69565,0.86,0,0,0.15,0.85,0
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2005,15311,0.72,0,0,0.7,0.16,0.14
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2006,26418,0.8,0,0,0.49,0.5,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2007,10539,0.87,0,0.01,0.72,0.27,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2008,15112,0.88,0,0,0.19,0.79,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2009,7236,0.89,0,0.01,0.39,0.54,0.06
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2010,12533,0.91,0,0,0.38,0.59,0.03
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2011,6914,0.94,0,0.02,0.14,0.79,0.05
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2012,29865,0.89,0,0.01,0.53,0.42,0.04
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2013,22618,0.9,0,0,0.4,0.51,0.09
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2014,27396,0.98,0,0,0.2,0.79,0.02
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2015,32644,0.96,0,0.03,0.55,0.36,0.06
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2016,47934,0.99,0,0.01,0.65,0.33,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2017,55655,0.96,0,0,0.22,0.77,0.01
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2018,12868,0.95,0,0.01,0.44,0.41,0.14
"HCChumSR2020",NA,"A&P_P2bHoodCanalAll_Qcombo_V78_18","WDFW, Point No Point Treaty Council",126,"Salmon, chum (Hood Canal summer-run ESU)","Summer Chum",NA,NA,"Hood Canal","Hood Canal","SumR",NA,"1968-2019",2019,7582,0.98,0,0.02,0.73,0.25,0.01
